date,HASH_RATE,DIFFICULTY,MINERS_REV_USD,TX_COUNT,UNIQUE_ADDR,FEES_USD,AVG_BLOCK_SIZE_MB,MED_CONFIRM_TIME,EST_TX_VOL_USD,FEES_USD_PER_TX,AVG_TX_VALUE_USD
2021-02-05,174939225.83110696,20823531150112.0,39131400.439372316,344425.0,865515.0,4914131.689372337,1.301816320000001,10.15,6157892770.648826,14.267639368142085,17878.76249008877
2021-02-06,174939225.83110696,20823531150112.0,39131400.439372316,344425.0,795079.0,4914131.689372337,1.301816320000001,10.15,6157892770.648826,14.267639368142085,17878.76249008877
2021-02-07,174939225.83110696,20823531150112.0,41085629.48255814,286364.0,795079.0,3278905.683908417,1.3935527884615386,10.15,6157892770.648826,11.45013229284553,21503.725226106722
2021-02-08,174939225.83110696,20823531150112.0,41085629.48255814,286364.0,795079.0,3278905.683908417,1.3935527884615386,10.15,6157892770.648826,11.45013229284553,21503.725226106722
2021-02-09,152367873.16992718,21434395961349.0,41085629.48255814,286364.0,795079.0,3278905.683908417,1.3935527884615386,10.85,10834628125.018213,11.45013229284553,37835.16128081118
2021-02-10,152367873.16992718,21434395961349.0,41085629.48255814,286364.0,861426.0,3278905.683908417,1.3935527884615386,10.85,10834628125.018213,11.45013229284553,37835.16128081118
2021-02-11,152367873.16992718,21434395961349.0,47377470.06192563,304739.0,861426.0,8872186.489498895,1.2711824186046514,10.85,10834628125.018213,29.114050021490176,35553.795625168466
2021-02-12,152367873.16992718,21434395961349.0,47377470.06192563,304739.0,861426.0,8872186.489498895,1.2711824186046514,10.85,10834628125.018213,29.114050021490176,35553.795625168466
2021-02-13,167285007.6061438,21434395961349.0,47377470.06192563,304739.0,861426.0,8872186.489498895,1.2711824186046514,11.916666666666666,3676762390.3643637,29.114050021490176,12065.283374836708
2021-02-14,167285007.6061438,21434395961349.0,47377470.06192563,304739.0,698818.0,8872186.489498895,1.2711824186046514,11.916666666666666,3676762390.3643637,29.114050021490176,12065.283374836708
2021-02-15,167285007.6061438,21434395961349.0,51761591.27857075,308496.0,698818.0,5911922.730046334,1.3219647549668876,11.916666666666666,3676762390.3643637,19.163693305736004,11918.34704619951
2021-02-16,167285007.6061438,21434395961349.0,51761591.27857075,308496.0,698818.0,5911922.730046334,1.3219647549668876,11.916666666666666,3676762390.3643637,19.163693305736004,11918.34704619951
2021-02-17,147040325.15699264,21434395961349.0,51761591.27857075,308496.0,698818.0,5911922.730046334,1.3219647549668876,11.133333333333333,7740989999.164483,19.163693305736004,25092.675429063856
2021-02-18,147040325.15699264,21434395961349.0,51761591.27857075,308496.0,820203.0,5911922.730046334,1.3219647549668876,11.133333333333333,7740989999.164483,19.163693305736004,25092.675429063856
2021-02-19,147040325.15699264,21434395961349.0,59244126.437538244,341586.0,820203.0,8560343.8188442,1.328641823529411,11.133333333333333,7740989999.164483,25.060581577828714,22661.906515971037
2021-02-20,147040325.15699264,21434395961349.0,59244126.437538244,341586.0,820203.0,8560343.8188442,1.328641823529411,11.133333333333333,7740989999.164483,25.060581577828714,22661.906515971037
2021-02-21,152267677.07260144,21724134900047.0,59244126.437538244,341586.0,820203.0,8560343.8188442,1.328641823529411,8.575,7839947832.124444,25.060581577828714,22951.607595523365
2021-02-22,152267677.07260144,21724134900047.0,59244126.437538244,341586.0,761941.0,8560343.8188442,1.328641823529411,8.575,7839947832.124444,25.060581577828714,22951.607595523365
2021-02-23,152267677.07260144,21724134900047.0,48487887.64094238,287884.0,761941.0,9057970.466547955,1.298336511811023,8.575,7839947832.124444,31.463959325797735,27233.009934989244
2021-02-24,152267677.07260144,21724134900047.0,48487887.64094238,287884.0,761941.0,9057970.466547955,1.298336511811023,8.575,7839947832.124444,31.463959325797735,27233.009934989244
2021-02-25,168466366.12287825,21724134900047.0,48487887.64094238,287884.0,761941.0,9057970.466547955,1.298336511811023,8.408333333333333,8084434721.151986,31.463959325797735,28082.264805102008
2021-02-26,168466366.12287825,21724134900047.0,48487887.64094238,287884.0,817077.0,9057970.466547955,1.298336511811023,8.408333333333333,8084434721.151986,31.463959325797735,28082.264805102008
2021-02-27,168466366.12287825,21724134900047.0,51148405.64582984,320784.0,817077.0,4914902.241621362,1.2918701656050957,8.408333333333333,8084434721.151986,15.321531752273685,25202.113325951377
2021-02-28,168466366.12287825,21724134900047.0,51148405.64582984,320784.0,817077.0,4914902.241621362,1.2918701656050957,8.408333333333333,8084434721.151986,15.321531752273685,25202.113325951377
2021-03-01,140388638.43573186,21724134900047.0,51148405.64582984,320784.0,817077.0,4914902.241621362,1.2918701656050957,11.470833333333335,5867267655.439818,15.321531752273685,18290.399943388133
2021-03-02,140388638.43573186,21724134900047.0,51148405.64582984,320784.0,810035.0,4914902.241621362,1.2918701656050957,11.470833333333335,5867267655.439818,15.321531752273685,18290.399943388133
2021-03-03,140388638.43573186,21724134900047.0,55147754.83271214,333402.0,810035.0,6732292.332712144,1.301007401315789,11.470833333333335,5867267655.439818,20.192717298372965,17598.177741704665
2021-03-04,140388638.43573186,21724134900047.0,55147754.83271214,333402.0,810035.0,6732292.332712144,1.301007401315789,11.470833333333335,5867267655.439818,20.192717298372965,17598.177741704665
2021-03-05,160906977.89941573,21724134900047.0,55147754.83271214,333402.0,810035.0,6732292.332712144,1.301007401315789,12.566666666666666,8571816585.961295,20.192717298372965,25710.153466269832
2021-03-06,160906977.89941573,21724134900047.0,55147754.83271214,333402.0,677322.0,6732292.332712144,1.301007401315789,12.566666666666666,8571816585.961295,20.192717298372965,25710.153466269832
2021-03-07,160906977.89941573,21724134900047.0,49451162.50304934,260739.0,677322.0,3581184.378049325,1.3697756849315073,12.566666666666666,8571816585.961295,13.73474769040813,32875.08422584
2021-03-08,160906977.89941573,21724134900047.0,49451162.50304934,260739.0,677322.0,3581184.378049325,1.3697756849315073,12.566666666666666,8571816585.961295,13.73474769040813,32875.08422584
2021-03-09,149267953.88308737,21448277761060.0,49451162.50304934,260739.0,677322.0,3581184.378049325,1.3697756849315073,10.25,7267886049.152834,13.73474769040813,27874.180882617613
2021-03-10,149267953.88308737,21448277761060.0,49451162.50304934,260739.0,833186.0,3581184.378049325,1.3697756849315073,10.25,7267886049.152834,13.73474769040813,27874.180882617613
2021-03-11,149267953.88308737,21448277761060.0,52736912.574518405,291245.0,833186.0,6269462.062021274,1.2848289015151508,10.25,7267886049.152834,21.52641955062327,24954.5435944062
2021-03-12,149267953.88308737,21448277761060.0,52736912.574518405,291245.0,833186.0,6269462.062021274,1.2848289015151508,10.25,7267886049.152834,21.52641955062327,24954.5435944062
2021-03-13,152466552.89486787,21448277761060.0,52736912.574518405,291245.0,833186.0,6269462.062021274,1.2848289015151508,13.65,6252538514.7425,21.52641955062327,21468.31195296915
2021-03-14,152466552.89486787,21448277761060.0,52736912.574518405,291245.0,736008.0,6269462.062021274,1.2848289015151508,13.65,6252538514.7425,21.52641955062327,21468.31195296915
2021-03-15,152466552.89486787,21448277761060.0,59673362.68696073,292231.0,736008.0,6454623.616861326,1.3563101891891882,13.65,6252538514.7425,22.08740214714156,21395.87694235896
